* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, desert, sgjourney:abydos_desert, MONSTER, alexsmobs:farseer, 35, 1, 1
276, ocean, alexscaves:abyssal_chasm, WATER_CREATURE, alexsmobs:cachalot_whale, 20, 1, 2
277, ocean, alexscaves:abyssal_chasm, WATER_CREATURE, alexsmobs:frilled_shark, 20, 1, 1
278, ocean, alexscaves:abyssal_chasm, WATER_CREATURE, alexsmobs:giant_squid, 20, 1, 2
279, ocean, alexscaves:abyssal_chasm, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
280, ocean, alexscaves:abyssal_chasm, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
281, ocean, alexscaves:abyssal_chasm, WATER_AMBIENT, alexscaves:lanternfish, 20, 15, 20
282, ocean, alexscaves:abyssal_chasm, WATER_AMBIENT, alexsmobs:blobfish, 20, 2, 2
283, ocean, alexscaves:abyssal_chasm, WATER_AMBIENT, alexsmobs:comb_jelly, 20, 2, 3
284, ocean, alexscaves:abyssal_chasm, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 20, 5, 12
285, ocean, alexscaves:abyssal_chasm, WATER_AMBIENT, alexsmobs:flying_fish, 20, 3, 6
286, ocean, alexscaves:abyssal_chasm, WATER_AMBIENT, fintastic:minnow, 5, 3, 8
287, ocean, alexscaves:abyssal_chasm, deep_sea_creature, alexscaves:tripodfish, 20, 1, 2
288, ocean, alexscaves:abyssal_chasm, deep_sea_creature, alexscaves:sea_pig, 20, 3, 4
289, ocean, alexscaves:abyssal_chasm, deep_sea_creature, alexscaves:gossamer_worm, 20, 1, 1
290, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:spider, 20, 4, 4
291, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:zombie, 20, 4, 4
292, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:zombie_villager, 20, 1, 1
293, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:skeleton, 20, 4, 4
294, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:creeper, 20, 4, 4
295, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:slime, 20, 4, 4
296, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:enderman, 15, 1, 4
297, extreme_hills, dreamwoods:alpine_fields, MONSTER, minecraft:witch, 10, 1, 1
298, extreme_hills, dreamwoods:alpine_fields, MONSTER, species:bewereager, 10, 1, 2
299, extreme_hills, dreamwoods:alpine_fields, MONSTER, species:cliff_hanger, 10, 1, 1
300, extreme_hills, dreamwoods:alpine_fields, MONSTER, species:ghoul, 12, 1, 1
301, extreme_hills, dreamwoods:alpine_fields, MONSTER, embers:ancient_golem, 8, 1, 1
302, extreme_hills, dreamwoods:alpine_fields, MONSTER, species:limpet, 15, 1, 1
303, extreme_hills, dreamwoods:alpine_fields, MONSTER, species:quake, 20, 1, 1
304, extreme_hills, dreamwoods:alpine_fields, MONSTER, species:wicked, 5, 1, 3
305, extreme_hills, dreamwoods:alpine_fields, MONSTER, alexsmobs:centipede_head, 35, 1, 1
306, extreme_hills, dreamwoods:alpine_fields, MONSTER, alexsmobs:farseer, 35, 1, 1
307, extreme_hills, dreamwoods:alpine_fields, MONSTER, alexsmobs:murmur, 20, 1, 1
308, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
309, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
310, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
311, extreme_hills, dreamwoods:alpine_fields, MONSTER, quark:stoneling, 5, 1, 1
312, extreme_hills, dreamwoods:alpine_fields, MONSTER, quark:toretoise, 5, 2, 4
313, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
314, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
315, extreme_hills, dreamwoods:alpine_fields, MONSTER, ancient_elements:boulder, 20, 1, 1
316, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
317, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
318, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
319, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
320, extreme_hills, dreamwoods:alpine_fields, MONSTER, ancient_elements:dig, 10, 1, 1
321, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
322, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
323, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
324, extreme_hills, dreamwoods:alpine_fields, MONSTER, ancient_elements:drimble, 5, 1, 1
325, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
326, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
327, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
328, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
329, extreme_hills, dreamwoods:alpine_fields, MONSTER, adamsarsplus:mage, 20, 1, 2
330, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
331, extreme_hills, dreamwoods:alpine_fields, MONSTER, goety:reaper, 10, 1, 1
332, extreme_hills, dreamwoods:alpine_fields, MONSTER, goety:wraith, 10, 1, 1
333, extreme_hills, dreamwoods:alpine_fields, MONSTER, goety:web_spider, 5, 4, 4
334, extreme_hills, dreamwoods:alpine_fields, MONSTER, goety:warlock, 20, 1, 1
335, extreme_hills, dreamwoods:alpine_fields, MONSTER, goety:heretic, 20, 1, 1
336, extreme_hills, dreamwoods:alpine_fields, MONSTER, goety:maverick, 20, 1, 1
337, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
338, extreme_hills, dreamwoods:alpine_fields, MONSTER, mowziesmobs:grottol, 20, 1, 1
339, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
340, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
341, extreme_hills, dreamwoods:alpine_fields, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
342, extreme_hills, dreamwoods:alpine_fields, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
343, extreme_hills, dreamwoods:alpine_fields, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
344, extreme_hills, dreamwoods:alpine_fields, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
345, extreme_hills, dreamwoods:alpine_fields, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
346, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
347, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
348, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
349, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
350, extreme_hills, dreamwoods:alpine_fields, MONSTER, ancient_elements:scamp, 20, 1, 1
351, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
352, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
353, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
354, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
355, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
356, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
357, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
358, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
359, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
360, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
361, extreme_hills, dreamwoods:alpine_fields, MONSTER, ancient_elements:undead_miner, 20, 1, 2
362, extreme_hills, dreamwoods:alpine_fields, MONSTER, terramity:uvogre, 5, 1, 1
363, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:zombie_bruiser, 5, 1, 1
364, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:zombie_clown, 5, 1, 1
365, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 1
366, extreme_hills, dreamwoods:alpine_fields, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
367, extreme_hills, dreamwoods:alpine_fields, CREATURE, minecraft:donkey, 20, 1, 2
368, extreme_hills, dreamwoods:alpine_fields, CREATURE, minecraft:rabbit, 20, 2, 6
369, extreme_hills, dreamwoods:alpine_fields, CREATURE, minecraft:sheep, 20, 2, 4
370, extreme_hills, dreamwoods:alpine_fields, CREATURE, forbidden_arcanus:lost_soul, 20, 1, 3
371, extreme_hills, dreamwoods:alpine_fields, CREATURE, vintagevibes:butterfly, 5, 8, 8
372, extreme_hills, dreamwoods:alpine_fields, CREATURE, alexsmobs:sunbird, 20, 1, 1
373, extreme_hills, dreamwoods:alpine_fields, CREATURE, alexsmobs:raccoon, 20, 2, 4
374, extreme_hills, dreamwoods:alpine_fields, CREATURE, alexsmobs:crow, 5, 3, 5
375, extreme_hills, dreamwoods:alpine_fields, CREATURE, alexsmobs:gelada_monkey, 8, 9, 16
376, extreme_hills, dreamwoods:alpine_fields, CREATURE, alexsmobs:bison, 20, 6, 10
377, extreme_hills, dreamwoods:alpine_fields, CREATURE, quark:shiba, 5, 1, 3
378, extreme_hills, dreamwoods:alpine_fields, CREATURE, ars_nouveau:drygmy, 20, 1, 2
379, extreme_hills, dreamwoods:alpine_fields, CREATURE, ars_nouveau:gift_starby, 20, 1, 1
380, extreme_hills, dreamwoods:alpine_fields, CREATURE, faunify:hedgehog, 5, 2, 3
381, extreme_hills, dreamwoods:alpine_fields, CREATURE, faunify:opossum, 5, 2, 2
382, extreme_hills, dreamwoods:alpine_fields, CREATURE, ars_nouveau:starbuncle, 20, 1, 2
383, extreme_hills, dreamwoods:alpine_fields, CREATURE, born_in_chaos_v1:thornshell_crab, 5, 1, 1
384, extreme_hills, dreamwoods:alpine_fields, CREATURE, faunify:weasel, 3, 2, 3
385, extreme_hills, dreamwoods:alpine_fields, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
386, extreme_hills, dreamwoods:alpine_fields, AMBIENT, minecraft:bat, 20, 8, 8
387, extreme_hills, dreamwoods:alpine_fields, AMBIENT, alexsmobs:fly, 4, 2, 3
388, extreme_hills, dreamwoods:alpine_fields, AMBIENT, alexsmobs:cockroach, 20, 5, 5
389, extreme_hills, dreamwoods:alpine_fields, AMBIENT, terramity:blue_fairy, 15, 1, 2
390, extreme_hills, dreamwoods:alpine_fields, AMBIENT, terramity:cave_gnome, 5, 1, 3
391, extreme_hills, dreamwoods:alpine_fields, AMBIENT, terramity:green_fairy, 5, 2, 3
392, extreme_hills, dreamwoods:alpine_fields, AMBIENT, terramity:pink_fairy, 15, 1, 2
393, extreme_hills, dreamwoods:alpine_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 20, 4, 6
394, extreme_hills, dreamwoods:alpine_fields, UNDERGROUND_WATER_CREATURE, species:deepfish, 5, 4, 6
395, extreme_hills, dreamwoods:alpine_fields, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
396, extreme_hills, dreamwoods:alpine_fields, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
397, extreme_hills, dreamwoods:alpine_fields, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 20, 5, 12
398, extreme_hills, dreamwoods:alpine_fields, WATER_AMBIENT, fintastic:minnow, 5, 3, 8
399, none, undergarden:ancient_sea, MONSTER, undergarden:nargoyle, 20, 1, 1
400, none, undergarden:ancient_sea, MONSTER, undergarden:muncher, 20, 1, 1
401, none, undergarden:ancient_sea, MONSTER, undergarden:sploogie, 20, 1, 1
402, none, undergarden:ancient_sea, MONSTER, undergarden:rotling, 20, 2, 4
403, none, undergarden:ancient_sea, MONSTER, undergarden:rotwalker, 20, 4, 4
404, none, undergarden:ancient_sea, MONSTER, undergarden:rotbeast, 20, 1, 2
405, none, undergarden:ancient_sea, MONSTER, alexsmobs:farseer, 35, 1, 1
406, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
407, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
408, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
409, none, undergarden:ancient_sea, MONSTER, quark:stoneling, 5, 1, 1
410, none, undergarden:ancient_sea, MONSTER, quark:toretoise, 5, 2, 4
411, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
412, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
413, none, undergarden:ancient_sea, MONSTER, ancient_elements:boulder, 20, 1, 1
414, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
415, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
416, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
417, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
418, none, undergarden:ancient_sea, MONSTER, ancient_elements:dig, 10, 1, 1
419, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
420, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
421, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
422, none, undergarden:ancient_sea, MONSTER, ancient_elements:drimble, 5, 1, 1
423, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
424, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
425, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
426, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
427, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
428, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
429, none, undergarden:ancient_sea, MONSTER, mowziesmobs:grottol, 20, 1, 1
430, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
431, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
432, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
433, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
434, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
435, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
436, none, undergarden:ancient_sea, MONSTER, ancient_elements:scamp, 20, 1, 1
437, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
438, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
439, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
440, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
441, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
442, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
443, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
444, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
445, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
446, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
447, none, undergarden:ancient_sea, MONSTER, terramity:uvogre, 5, 1, 1
448, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:zombie_bruiser, 5, 1, 1
449, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:zombie_clown, 5, 1, 1
450, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 1
451, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
452, none, undergarden:ancient_sea, CREATURE, born_in_chaos_v1:thornshell_crab, 5, 1, 1
453, none, undergarden:ancient_sea, AMBIENT, undergarden:scintling, 20, 4, 8
454, none, undergarden:ancient_sea, AMBIENT, terramity:blue_fairy, 15, 1, 2
455, none, undergarden:ancient_sea, AMBIENT, terramity:cave_gnome, 5, 1, 3
456, none, undergarden:ancient_sea, AMBIENT, terramity:green_fairy, 5, 2, 3
457, none, undergarden:ancient_sea, AMBIENT, terramity:pink_fairy, 15, 1, 2
458, none, undergarden:ancient_sea, WATER_CREATURE, undergarden:gwib, 20, 1, 1
459, none, undergarden:ancient_sea, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
460, none, undergarden:ancient_sea, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
461, none, undergarden:ancient_sea, WATER_AMBIENT, undergarden:gwibling, 20, 3, 6
462, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:spider, 20, 4, 4
463, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:zombie, 20, 4, 4
464, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:zombie_villager, 20, 1, 1
465, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:skeleton, 20, 4, 4
466, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:creeper, 20, 4, 4
467, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:slime, 20, 4, 4
468, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:enderman, 15, 1, 4
469, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:witch, 10, 1, 1
470, forest, ars_nouveau:archwood_forest, MONSTER, species:bewereager, 10, 1, 2
471, forest, ars_nouveau:archwood_forest, MONSTER, species:cliff_hanger, 10, 1, 1
472, forest, ars_nouveau:archwood_forest, MONSTER, species:ghoul, 12, 1, 1
473, forest, ars_nouveau:archwood_forest, MONSTER, embers:ancient_golem, 8, 1, 1
474, forest, ars_nouveau:archwood_forest, MONSTER, species:limpet, 15, 1, 1
475, forest, ars_nouveau:archwood_forest, MONSTER, species:quake, 20, 1, 1
476, forest, ars_nouveau:archwood_forest, MONSTER, species:wicked, 5, 1, 3
477, forest, ars_nouveau:archwood_forest, MONSTER, alexsmobs:centipede_head, 35, 1, 1
478, forest, ars_nouveau:archwood_forest, MONSTER, alexsmobs:farseer, 35, 1, 1
479, forest, ars_nouveau:archwood_forest, MONSTER, alexsmobs:murmur, 20, 1, 1
480, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
481, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
482, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
483, forest, ars_nouveau:archwood_forest, MONSTER, quark:stoneling, 5, 1, 1
484, forest, ars_nouveau:archwood_forest, MONSTER, quark:toretoise, 5, 2, 4
485, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
486, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
487, forest, ars_nouveau:archwood_forest, MONSTER, ancient_elements:boulder, 20, 1, 1
488, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
489, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
490, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
491, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
492, forest, ars_nouveau:archwood_forest, MONSTER, ancient_elements:dig, 10, 1, 1
493, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
494, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
495, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
496, forest, ars_nouveau:archwood_forest, MONSTER, ancient_elements:drimble, 5, 1, 1
497, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
498, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
499, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
500, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
501, forest, ars_nouveau:archwood_forest, MONSTER, adamsarsplus:mage, 20, 1, 2
502, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
503, forest, ars_nouveau:archwood_forest, MONSTER, goety:reaper, 10, 1, 1
504, forest, ars_nouveau:archwood_forest, MONSTER, goety:wraith, 10, 1, 1
505, forest, ars_nouveau:archwood_forest, MONSTER, goety:web_spider, 5, 4, 4
506, forest, ars_nouveau:archwood_forest, MONSTER, goety:necromancer, 20, 1, 1
507, forest, ars_nouveau:archwood_forest, MONSTER, goety:warlock, 20, 1, 1
508, forest, ars_nouveau:archwood_forest, MONSTER, goety:heretic, 20, 1, 1
509, forest, ars_nouveau:archwood_forest, MONSTER, goety:maverick, 20, 1, 1
510, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
511, forest, ars_nouveau:archwood_forest, MONSTER, mowziesmobs:grottol, 20, 1, 1
512, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
513, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
514, forest, ars_nouveau:archwood_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
515, forest, ars_nouveau:archwood_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
516, forest, ars_nouveau:archwood_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
517, forest, ars_nouveau:archwood_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
518, forest, ars_nouveau:archwood_forest, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
519, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
520, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
521, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
522, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
523, forest, ars_nouveau:archwood_forest, MONSTER, ancient_elements:scamp, 20, 1, 1
524, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
525, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
526, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
527, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
528, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
529, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
530, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
531, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
532, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
533, forest, ars_nouveau:archwood_forest, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
